ImageID,Subset,OriginalURL,OriginalLandingURL,License,AuthorProfileURL,Author,Title,OriginalSize,OriginalMD5,Thumbnail300KURL,Rotation,ClassName,valid_image
042b59446ba04a67,train,https://farm8.staticflickr.com/7432/13899258447_4d5ac8bdba_o.jpg,https://www.flickr.com/photos/jeffchristiansen/13899258447,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/jeffchristiansen/,JeffChristiansen,Lioness on Kilimanjaro Safari - Animal Kingdom - Walt Disney World,2592291,HJIkITGotc0bNT/8i/hLPw==,https://c4.staticflickr.com/8/7432/13899258447_0a3214aabf_z.jpg,0.0,Bear,True
e41562e6ddf205f7,train,https://farm8.staticflickr.com/8375/8465091692_acdff7050e_o.jpg,https://www.flickr.com/photos/frauschnatterliese/8465091692,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/frauschnatterliese/,Sabine Bresser,Knut,393568,VNul69QS3SyWLbBVsfOelw==,https://c6.staticflickr.com/9/8375/8465091692_bcf21d8da0_z.jpg,0.0,Bear,True
f15e651dad7cf3d4,train,https://farm5.staticflickr.com/7235/7375044402_f4099b791e_o.jpg,https://www.flickr.com/photos/byshafiu/7375044402,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/byshafiu/,Shafiu Hussain,Even Panda crew,9012332,ixVG3eFLtSV2rbuQGH0vdw==,https://c7.staticflickr.com/8/7235/7375044402_18ce5d948f_z.jpg,0.0,Bear,True
386b2f1bcdc4cfca,train,https://c3.staticflickr.com/4/3157/2611668230_d74550d771_o.jpg,https://www.flickr.com/photos/bdwaydiva1/2611668230,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/bdwaydiva1/,BdwayDiva1,Abandoned Teddy Bear,387075,mxuRbOKtwvxAofNNMoCINw==,https://c7.staticflickr.com/4/3157/2611668230_0de0705635_z.jpg?zz=1,0.0,Bear,True
001adadbd7f62bbd,train,https://c6.staticflickr.com/3/2849/9596507610_4d653accb0_o.jpg,https://www.flickr.com/photos/mbowler/9596507610,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/mbowler/,Mike Bowler,IMG_3474,3388304,5geO6R/bCGev+286UzZA/g==,https://c6.staticflickr.com/3/2849/9596507610_e64089492f_z.jpg,0.0,Bear,True
9479f9b4e4645ce2,train,https://farm3.staticflickr.com/113/299684424_ced5d5a196_o.jpg,https://www.flickr.com/photos/hisgett/299684424,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/hisgett/,Tony Hisgett,Red Panda,3289407,iF0M/HL6Ws/dvQlLCxMA1Q==,https://c3.staticflickr.com/1/113/299684424_ced5d5a196_z.jpg,0.0,Bear,True
4014d892f8223b78,train,https://c1.staticflickr.com/1/47/107504399_57dcd8f9ac_o.jpg,https://www.flickr.com/photos/anniemole/107504399,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/anniemole/,Annie Mole,Going Underground Teddy Bear,148793,GgtIVxRZHRkqaehpHTl0Aw==,,,Bear,True
5c39072bca328a1c,train,https://c5.staticflickr.com/2/1430/746425177_0e230d3fb9_o.jpg,https://www.flickr.com/photos/matthijskoster/746425177,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/matthijskoster/,Matthijs Koster,Panda statue,109377,7DWVB1gmFfun6/1zIEfGCA==,https://c7.staticflickr.com/2/1430/746425177_a82611d3c9_z.jpg?zz=1,0.0,Bear,True
3b06ba38b7c8a2d6,train,https://farm7.staticflickr.com/79/253119897_db804ef61a_o.jpg,https://www.flickr.com/photos/peterbecker/253119897,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/peterbecker/,Peter Becker,Polar bear,75372,tmep8RrPSfuERHg0P+7/Hg==,https://c4.staticflickr.com/1/79/253119897_db804ef61a_z.jpg?zz=1,0.0,Bear,True
0356c4824edc964d,train,https://c6.staticflickr.com/9/8541/8641748042_c870465798_o.jpg,https://www.flickr.com/photos/katerha/8641748042,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/katerha/,Kate Ter Haar,Sequoia,162189,3lo4slUbAcSuYQ261A92pQ==,https://c2.staticflickr.com/9/8541/8641748042_0535cbab68_z.jpg,0.0,Bear,True
4223beb61e16b132,train,https://farm3.staticflickr.com/3699/11632898065_081e2b158c_o.jpg,https://www.flickr.com/photos/emilygracephotography/11632898065,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/emilygracephotography/,Emily Burnett,Bear,4875766,ZQ3V6VzU2FeQ+NpbPvu9Hw==,https://c8.staticflickr.com/4/3699/11632898065_b68f1cbf7a_z.jpg,0.0,Bear,True
00bd324b33e72e43,train,https://farm4.staticflickr.com/33/36573310_32decb2bcd_o.jpg,https://www.flickr.com/photos/richardkelly/36573310/,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/richardkelly/,Richard Kelly,"Culzean Castle, detail above main entance arch",923139,9k5WHP3DU0KiaGq8ts3G5A==,https://c8.staticflickr.com/1/33/36573310_32decb2bcd_z.jpg,,Bear,True
8ad35abaa419faa1,train,https://farm2.staticflickr.com/5294/5512622014_671572e4da_o.jpg,https://www.flickr.com/photos/mariadelao2011/5512622014,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/mariadelao2011/,María Marín,juguetes,97474,0hV2RboIeQcIu540sgpdEQ==,https://c7.staticflickr.com/6/5294/5512622014_82c7062d9a_z.jpg,0.0,Bear,True
06a2f3687c7cbe56,train,https://farm7.staticflickr.com/3882/14999151709_db37714a03_o.jpg,https://www.flickr.com/photos/london/14999151709,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/london/,Jon Rawlinson,Another shot of the #SpiritBear in the #GreatBearRainforest,129992,GlhNrw8AmnXw3DZVxkTzhA==,https://c6.staticflickr.com/4/3882/14999151709_900dc66c8c_z.jpg,0.0,Bear,True
3ae2eeaea4a59dd6,train,https://farm7.staticflickr.com/8447/7744759824_75dd020d1e_o.jpg,https://www.flickr.com/photos/stepa/7744759824,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/stepa/,Dmitriy Stepanov,IMG_8120,3021715,xdX99bAPMfbV+BiP1HB1SQ==,https://c7.staticflickr.com/9/8447/7744759824_5cd97b4a37_z.jpg,0.0,Bear,True
4774ec0b3fa620b6,train,https://farm7.staticflickr.com/3843/14796219847_9f7cd11e64_o.jpg,https://www.flickr.com/photos/dannydansoy/14796219847,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/dannydansoy/,Dan G,Giant Panda Nap Time,9763566,TVNEt6KeU+/kp7k2fUBwkQ==,https://c2.staticflickr.com/4/3843/14796219847_2c79d52c11_z.jpg,0.0,Bear,True
ef72b8511b655153,train,https://farm4.staticflickr.com/2661/4114457095_61fb71b8d4_o.jpg,https://www.flickr.com/photos/mutomasa/4114457095,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/mutomasa/,Masao Mutoh,Shanghai Zoo,2929629,6KjVtG9iOUNlBtgQZuS6nw==,https://c4.staticflickr.com/3/2661/4114457095_c6f4e206bd_z.jpg,0.0,Bear,True
0357bec0a59b8161,train,https://farm2.staticflickr.com/165/340939732_e39e6b8dd3_o.jpg,https://www.flickr.com/photos/frogbelly/340939732,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/frogbelly/,The_Gut,Knoxville zoo trip,1810154,kOXR7xIjAZiGXPm1mEfGPw==,https://c8.staticflickr.com/1/165/340939732_e39e6b8dd3_z.jpg,0.0,Bear,True
0eee4ccfefaa6b65,train,https://farm6.staticflickr.com/7086/7239784410_df46d5c4a5_o.jpg,https://www.flickr.com/photos/gotovan/7239784410,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/gotovan/,GoToVan,Black bears in Whistler Olympic Park,9643657,sWQs+2ZRlzeuld6zYFWjmg==,https://c5.staticflickr.com/8/7086/7239784410_deed71c831_z.jpg,0.0,Bear,True
3210bcb2d79a67e5,train,https://farm6.staticflickr.com/2627/4205509809_763afaacc3_o.jpg,https://www.flickr.com/photos/widehaus/4205509809,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/widehaus/,WIDEHAUS,Old Friends,1533013,1lTqvAKEciRmbN3B+2UWGg==,https://c3.staticflickr.com/3/2627/4205509809_0d7422ce2e_z.jpg,0.0,Bear,True
c8a142f7497ce3ad,train,https://c6.staticflickr.com/1/14/14288095_840da7d595_o.jpg,https://www.flickr.com/photos/tallchris/14288095,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/tallchris/,Tall Chris,bear,138333,sbWquWDSNkOzsLc8YyKY0g==,https://c7.staticflickr.com/1/14/14288095_840da7d595_z.jpg?zz=1,0.0,Bear,True
1ae6c3366d69ed44,train,https://farm5.staticflickr.com/4102/4739810943_2856410686_o.jpg,https://www.flickr.com/photos/merajchhaya/4739810943,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/merajchhaya/,Meraj Chhaya,Lion Park Safari Krugersdorp South Africa-511,1908412,OQ414o8MH/d8YytCkORs6w==,https://c2.staticflickr.com/5/4102/4739810943_c78945e400_z.jpg,0.0,Bear,True
c3a42fd8c3271f9c,train,https://c5.staticflickr.com/6/5464/9406121731_affb29c965_o.jpg,https://www.flickr.com/photos/bcplphoto/9406121731,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/bcplphoto/,Baltimore County Public Library,Stuffed Animal Sleepover iPad 2 098,1527291,43ITyJWcbqKXcyUs+TnJGg==,https://c8.staticflickr.com/6/5464/9406121731_119e381337_z.jpg,0.0,Bear,True
012bd58296461b43,train,https://farm4.staticflickr.com/3488/3743584087_9c8e27921d_o.jpg,https://www.flickr.com/photos/london/3743584087,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/london/,Jon Rawlinson,IMG_7505,5099080,e6hfgmLViaeyZDKNUzIgGQ==,https://c3.staticflickr.com/4/3488/3743584087_cf73904341_z.jpg,0.0,Bear,True
6158bb88354df332,train,https://farm3.staticflickr.com/8366/8394035056_37506b6840_o.jpg,https://www.flickr.com/photos/realestatezebra/8394035056,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/realestatezebra/,Daniel Rothamel,"Saw this fella sleeping an thought, &quot;that's true, @therealbigboi really IS cooler than his toenails.&quot; ;-)",92068,NierAyCnpmaon6aHnpRA9A==,https://c1.staticflickr.com/9/8366/8394035056_3412323a94_z.jpg,,Bear,True
e71c298bda9854d9,train,https://c2.staticflickr.com/9/8174/8066024052_78eedc53b1_o.jpg,https://www.flickr.com/photos/blackwing_de/8066024052,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/blackwing_de/,Sebastian Werner,Bear!,2793341,dqiC9TJPr30b5xJ3eqUu2w==,https://c1.staticflickr.com/9/8174/8066024052_25154b60ef_z.jpg,0.0,Bear,True
7830799614904d9b,train,https://c4.staticflickr.com/5/4071/4333773193_fdd97ccef5_o.jpg,https://www.flickr.com/photos/httpwwwflickrcomphotostopend/4333773193,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/httpwwwflickrcomphotostopend/,Stephen Michael Barnett,Funi Panda at Adelaide Zoo,2445559,jXw+zm3bVdjYFB6i6Fy2Fg==,https://c5.staticflickr.com/5/4071/4333773193_ec5e1773b5_z.jpg,0.0,Bear,True
1ebd3caef1ce1468,train,https://c1.staticflickr.com/5/4078/4976186758_ffe2c790a9_o.jpg,https://www.flickr.com/photos/53328988@N05/4976186758,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/53328988@N05/,Bede Jackson,Fashion Girl,102053,GM6j4Yo583Y+HbVMYng4XQ==,https://c1.staticflickr.com/5/4078/4976186758_e49dd2bce5_z.jpg,0.0,Bear,True
286468a43f2aa4a0,train,https://farm1.staticflickr.com/1237/1391579464_2044d888f7_o.jpg,https://www.flickr.com/photos/nagillum/1391579464,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/nagillum/,Peter Mulligan,Sea otter,765076,9fZNutYVqGL1FUGnhrEvtA==,https://c1.staticflickr.com/2/1237/1391579464_733c3a68a9_z.jpg,0.0,Bear,True
01461338eac4586a,train,https://c3.staticflickr.com/5/4103/5041141056_ec69866f34_o.jpg,https://www.flickr.com/photos/icaudiovisual/5041141056,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/icaudiovisual/,Charlie  Cordero Peña,Marimonda Negra,6843717,VItmSB+EZP3HayKBYcGkTw==,https://c5.staticflickr.com/5/4103/5041141056_48d7693546_z.jpg,0.0,Bear,True
f05591981a14749e,train,https://c7.staticflickr.com/1/410/19438003538_5da24b0b35_o.jpg,https://www.flickr.com/photos/cmichel67/19438003538,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/cmichel67/,Christopher Michel,Polar Bears near the North Pole,2246416,5cGqxc7nfpjopKTfjiYRLw==,https://c5.staticflickr.com/1/410/19438003538_6e5801f69c_z.jpg,0.0,Bear,True
d8fcb802bd574ec2,train,https://farm3.staticflickr.com/7125/7033290979_49ec1f88de_o.jpg,https://www.flickr.com/photos/angryjuliemonday/7033290979,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/angryjuliemonday/,AngryJulieMonday,Snoopy Cupcakes at Knott's Berry Farm,426771,xaIN4bRFTn03IwTZwfyuGA==,https://c1.staticflickr.com/8/7125/7033290979_5d092eecac_z.jpg,0.0,Bear,True
000aadc350c9ae93,train,https://farm4.staticflickr.com/3434/3732153854_5e0837cbe0_o.jpg,https://www.flickr.com/photos/mycael/3732153854,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/mycael/,Michael Hensmann,Fit of Anger,289432,SSVE/xETwc4/Rdd1Hpnzbg==,https://c5.staticflickr.com/4/3434/3732153854_b07f2ba0ab_z.jpg?zz=1,0.0,Bear,True
0549ed2225094cd1,train,https://farm2.staticflickr.com/3588/3777980550_aae2ef6eb8_o.jpg,https://www.flickr.com/photos/kalinagoenglish/3777980550,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/kalinagoenglish/,Karenne Sylvester,grouchy-bear,2089491,jsSmVBcdQogJLYTNvj4goQ==,https://c1.staticflickr.com/4/3588/3777980550_5eb6b8814c_z.jpg,0.0,Bear,True
d3d9f1dee7109f4c,train,https://c5.staticflickr.com/6/5102/5659625864_ec3cc1019b_o.jpg,https://www.flickr.com/photos/picsoflife/5659625864,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/picsoflife/,Ari Helminen,"Easter Sunday at 東京ディズニーランド, Tokyo Disneyland",2282815,qjnFAV9S5/0RRX0EiDoa/A==,https://c2.staticflickr.com/6/5102/5659625864_59ddae3d52_z.jpg,,Bear,True
430329664e0c91b3,train,https://farm4.staticflickr.com/3112/3092880006_f645705ebb_o.jpg,https://www.flickr.com/photos/andrepax/3092880006,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/andrepax/,Andrea Passoni,Odio Winnie,3623515,e3hAdgepHWc13LATrNgUjQ==,https://c2.staticflickr.com/4/3112/3092880006_8f2625e7db_z.jpg,0.0,Bear,True
015a01aa0bd321c3,train,https://farm4.staticflickr.com/5582/14602276501_054e9c959b_o.jpg,https://www.flickr.com/photos/alaska_region/14602276501,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/alaska_region/,USDA Forest Service Alaska Region,DSC_0032,5659786,xvVXQeOVngxm8gx39tq17g==,https://c5.staticflickr.com/6/5582/14602276501_f518a04b5f_z.jpg,0.0,Bear,True
c096063fc338a795,train,https://farm6.staticflickr.com/6208/6068244726_6cecd46fd3_o.jpg,https://www.flickr.com/photos/paulofdx/6068244726,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/paulofdx/,PAULO,doggy paddle,241022,/yptUJg0la+rhnMoiXvwcQ==,https://c5.staticflickr.com/7/6208/6068244726_b5b4affcf0_z.jpg,0.0,Bear,True
f6b4d2fbdeea89d0,train,https://farm1.staticflickr.com/5487/9857687185_089a23260b_o.jpg,https://www.flickr.com/photos/probabilistic/9857687185,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/probabilistic/,Erica,IMG_5655,3800453,H2Oab9dkfhblYlWm5pQxdA==,https://c1.staticflickr.com/6/5487/9857687185_98e5a39d7b_z.jpg,0.0,Bear,True
f65ecde981ae1f10,train,https://farm1.staticflickr.com/4094/4776010455_7a4a8e004f_o.jpg,https://www.flickr.com/photos/rukakuusamo/4776010455,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/rukakuusamo/,Heather Sunderland,Bear Watching Kuusamo Lapland,1397562,g/IWERfRcJ96Sxie9QjMIg==,https://c2.staticflickr.com/5/4094/4776010455_9bf933227d_z.jpg,0.0,Bear,True
045f8f9583ecdfaf,train,https://c8.staticflickr.com/3/2388/2207800831_36bf72e578_o.jpg,https://www.flickr.com/photos/mccord/2207800831,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/mccord/,Lance McCord,Where Can You See Lions?,3388567,vFQKiKCFA8PACVsH5Vi3Ng==,https://c2.staticflickr.com/3/2388/2207800831_27461cae01_z.jpg,0.0,Bear,True
